timestamp,action,combined,call_strike,put_strike,strike_offset,account,symbol,vwap
2025-12-18T10:50:40.734659-05:00,NONE,6.364999999999999,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:51:44.721457-05:00,NONE,6.2299999999999995,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:52:47.701409-05:00,NONE,6.155,675,673,2,acc1,XSP,4.605977859778598
2025-12-18T10:53:51.740096-05:00,NONE,6.465,675,673,2,acc1,XSP,4.605977859778598
2025-12-18T10:54:55.374958-05:00,NONE,6.210000000000001,675,673,2,acc1,XSP,4.605977859778598
2025-12-18T10:55:58.711352-05:00,NONE,6.22,675,673,2,acc1,XSP,4.605977859778598
2025-12-18T10:57:02.900294-05:00,NONE,6.04,675,673,2,acc1,XSP,4.605977859778598
2025-12-18T10:58:06.233760-05:00,NONE,6.029999999999999,675,673,2,acc1,XSP,4.618315018315018
2025-12-18T10:59:09.462474-05:00,NONE,6.0,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:00:13.194930-05:00,NONE,6.119999999999999,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:01:19.129352-05:00,NONE,6.24,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:02:22.967476-05:00,NONE,6.205,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:03:27.308478-05:00,NONE,6.15,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:04:30.791568-05:00,NONE,6.154999999999999,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:05:33.783873-05:00,NONE,6.37,675,673,2,acc1,XSP,4.624343065693431
2025-12-18T11:06:36.771839-05:00,NONE,6.409999999999999,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:07:40.105646-05:00,NONE,6.59,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:08:43.590484-05:00,NONE,6.585000000000001,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:09:46.324782-05:00,NONE,6.545,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:10:49.354865-05:00,NONE,6.534999999999999,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:11:53.347387-05:00,NONE,6.6499999999999995,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:12:56.076837-05:00,NONE,6.645,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:13:59.861441-05:00,NONE,6.655,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:15:03.919318-05:00,NONE,6.15,675,673,2,acc1,XSP,4.630218181818182
2025-12-18T11:16:07.402721-05:00,NONE,6.165,675,673,2,acc1,XSP,4.636086956521739
2025-12-18T11:17:11.134720-05:00,NONE,6.2,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:18:14.469361-05:00,NONE,6.079999999999999,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:19:17.206066-05:00,NONE,6.435,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:20:19.934239-05:00,NONE,6.205,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:21:23.367953-05:00,NONE,6.33,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:22:26.352412-05:00,NONE,6.255,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:23:30.300641-05:00,NONE,6.43,675,673,2,acc1,XSP,4.647697841726618
2025-12-18T11:24:33.542966-05:00,NONE,6.3,675,673,2,acc1,XSP,4.6534050179211475
2025-12-18T12:01:04.903528-05:00,NONE,7.1000000000000005,674,672,1,acc1,XSP,5.648064516129031
2025-12-18T12:01:07.898497-05:00,NONE,6.1450000000000005,675,673,2,acc1,XSP,4.667508896797154
2025-12-18T12:02:09.607104-05:00,NONE,6.385,674,672,1,acc1,XSP,5.648064516129031
2025-12-18T12:02:12.534560-05:00,NONE,5.2700000000000005,675,673,2,acc1,XSP,4.667508896797154
2025-12-18T12:05:27.464336-05:00,NONE,6.245,674,672,1,acc1,XSP,5.648064516129031
