time,open_call,high_call,low_call,close_call,volume_call,open_put,high_put,low_put,close_put,volume_put,combined_premium,combined_volume
20251231  10:51:00,13.2,13.6,13.1,13.2,71,8.2,8.3,7.7,8.0,595,21.2,666
20251231  10:52:00,13.2,13.6,13.2,13.3,118,8.0,8.1,7.6,7.8,127,21.1,245
20251231  10:53:00,13.5,13.5,12.8,12.8,24,7.7,8.3,7.7,8.3,134,21.1,158
20251231  10:54:00,12.7,12.7,12.0,12.2,96,8.2,9.1,8.2,8.8,283,21.0,379
20251231  10:55:00,12.1,12.1,10.5,10.9,213,8.9,10.5,8.5,10.2,560,21.1,773
20251231  10:56:00,10.8,11.0,10.4,10.7,292,10.2,11.0,9.9,10.6,610,21.299999999999997,902
20251231  10:57:00,10.6,10.9,10.5,10.5,157,10.7,10.7,10.1,10.5,229,21.0,386
20251231  10:58:00,10.5,11.3,10.5,11.2,146,10.6,10.7,9.6,9.8,245,21.0,391
20251231  10:59:00,11.2,11.3,10.6,11.0,81,9.6,10.3,9.6,10.0,120,21.0,201
20251231  11:00:00,10.8,11.9,10.8,11.8,199,10.1,10.1,8.6,8.7,432,20.5,631
20251231  11:01:00,11.8,12.4,11.2,11.5,199,8.6,9.2,8.3,9.1,161,20.6,360
20251231  11:02:00,11.5,11.7,11.2,11.3,72,9.2,9.3,8.8,9.1,110,20.4,182
20251231  11:03:00,11.4,12.2,11.4,11.8,122,9.1,9.1,8.3,8.4,127,20.200000000000003,249
20251231  11:04:00,11.8,12.2,11.4,11.6,81,8.4,8.9,8.2,8.8,93,20.4,174
20251231  11:05:00,11.5,11.8,10.9,11.4,85,8.8,9.4,8.6,8.9,215,20.3,300
20251231  11:06:00,11.2,11.5,10.8,10.8,77,9.0,9.3,8.6,9.3,164,20.1,241
20251231  11:07:00,10.9,11.2,10.9,11.1,61,9.3,9.4,8.9,8.9,91,20.0,152
20251231  11:08:00,11.1,11.8,11.0,11.8,100,9.0,9.0,8.2,8.3,145,20.1,245
20251231  11:09:00,11.6,11.8,10.9,11.2,147,8.4,9.2,8.3,9.0,118,20.2,265
20251231  11:10:00,11.0,11.2,10.4,10.7,52,9.0,9.6,8.9,9.4,154,20.1,206
20251231  11:11:00,10.7,11.5,10.7,11.4,61,9.3,9.4,8.4,8.6,136,20.0,197
20251231  11:12:00,11.5,11.8,11.5,11.5,62,8.5,8.5,8.2,8.3,143,19.8,205
20251231  11:13:00,11.8,12.0,11.4,11.7,56,8.3,8.3,7.8,8.1,148,19.799999999999997,204
20251231  11:14:00,11.3,11.5,11.0,11.4,44,8.4,8.5,8.1,8.3,82,19.700000000000003,126
20251231  11:15:00,11.4,12.1,11.1,11.5,118,8.2,8.4,7.6,8.0,176,19.5,294
20251231  11:16:00,11.6,12.1,11.5,11.6,123,8.0,8.0,7.5,8.0,125,19.6,248
20251231  11:17:00,11.8,12.1,11.3,11.3,44,7.8,8.1,7.6,7.9,69,19.200000000000003,113
20251231  11:18:00,11.4,11.8,11.3,11.8,53,7.9,8.0,7.5,7.6,133,19.4,186
20251231  11:19:00,11.7,12.7,11.7,12.6,202,7.6,7.6,6.7,6.8,185,19.4,387
20251231  11:20:00,12.7,13.2,12.7,13.0,86,6.7,6.9,6.5,6.6,174,19.6,260
20251231  11:21:00,13.2,13.2,12.0,12.2,67,6.6,7.4,6.4,7.2,141,19.4,208
20251231  11:22:00,12.2,12.5,11.9,12.2,48,7.1,7.4,6.9,7.0,123,19.2,171
20251231  11:23:00,12.4,12.9,12.2,12.9,34,6.9,7.0,6.5,6.5,93,19.4,127
20251231  11:24:00,12.7,13.1,12.5,12.6,36,6.5,6.8,6.5,6.7,18,19.3,54
20251231  11:25:00,12.8,13.3,12.7,13.0,37,6.7,6.7,6.3,6.4,52,19.4,89
20251231  11:26:00,13.5,13.7,13.2,13.5,65,6.3,6.3,5.8,6.0,281,19.5,346
20251231  11:27:00,13.5,13.7,13.2,13.4,40,5.9,6.1,5.8,5.9,62,19.3,102
20251231  11:28:00,13.5,13.7,13.2,13.7,34,5.9,6.0,5.6,5.6,75,19.299999999999997,109
20251231  11:29:00,13.9,14.1,13.7,14.0,77,5.7,5.7,5.4,5.4,118,19.4,195
20251231  11:30:00,14.0,14.1,12.7,12.7,51,5.3,6.2,5.3,6.2,127,18.9,178
20251231  11:31:00,12.8,12.9,11.9,12.5,183,6.3,6.8,6.2,6.5,153,19.0,336
20251231  11:32:00,12.5,12.5,11.8,12.3,23,6.6,6.9,6.4,6.5,121,18.8,144
20251231  11:33:00,12.2,12.5,12.2,12.3,25,6.5,6.6,6.3,6.3,114,18.6,139
20251231  11:34:00,12.3,12.7,11.8,12.1,28,6.2,6.8,6.1,6.4,69,18.5,97
20251231  11:35:00,12.2,12.2,11.8,12.0,17,6.5,6.8,6.4,6.5,135,18.5,152
20251231  11:36:00,11.9,12.2,11.8,11.8,9,6.5,6.7,6.4,6.7,90,18.5,99
20251231  11:37:00,11.8,13.2,11.8,13.2,74,6.7,6.7,5.7,5.8,190,19.0,264
20251231  11:38:00,13.4,14.1,13.4,13.5,48,5.7,5.7,5.2,5.6,146,19.1,194
20251231  11:39:00,13.7,14.0,13.5,14.0,24,5.6,5.7,5.4,5.4,47,19.4,71
20251231  11:40:00,13.7,13.9,13.4,13.5,24,5.5,5.7,5.4,5.6,38,19.1,62
20251231  11:41:00,12.7,12.7,12.5,12.7,15,5.7,6.2,5.7,6.1,45,18.799999999999997,60
20251231  11:42:00,12.4,12.4,11.8,12.0,26,6.1,6.5,6.1,6.3,142,18.3,168
20251231  11:43:00,11.9,12.4,11.9,12.4,41,6.4,6.4,6.0,6.2,61,18.6,102
20251231  11:44:00,12.5,12.6,12.5,12.6,21,6.0,6.1,5.9,5.9,26,18.5,47
20251231  11:45:00,12.4,12.9,12.2,12.7,9,5.8,6.1,5.6,5.7,32,18.4,41
20251231  11:46:00,12.8,12.8,12.6,12.6,7,5.7,5.9,5.7,5.8,26,18.4,33
20251231  11:47:00,12.2,12.2,11.7,12.0,14,6.0,6.4,6.0,6.2,59,18.2,73
20251231  11:48:00,12.0,12.0,11.7,11.9,22,6.1,6.3,6.0,6.0,85,17.9,107
20251231  11:49:00,12.0,12.7,12.0,12.4,23,6.1,6.1,5.6,5.8,22,18.2,45
20251231  11:50:00,12.5,12.5,12.4,12.4,4,5.8,5.8,5.4,5.4,52,17.8,56
20251231  11:51:00,13.0,14.5,13.0,14.5,52,5.3,5.3,4.5,4.5,213,19.0,265
20251231  11:52:00,14.4,14.5,13.9,14.3,39,4.6,4.8,4.5,4.6,117,18.9,156
20251231  11:53:00,14.2,14.2,13.7,13.7,10,4.6,4.9,4.5,4.9,66,18.6,76
20251231  11:54:00,13.6,13.9,13.5,13.8,15,4.8,5.0,4.7,4.7,95,18.5,110
20251231  11:55:00,13.9,14.3,13.9,14.3,21,4.5,4.6,4.3,4.3,110,18.6,131
20251231  11:56:00,14.3,14.8,14.0,14.7,47,4.4,4.5,4.0,4.0,155,18.7,202
20251231  11:57:00,14.8,14.9,14.5,14.6,29,4.1,4.1,3.9,4.1,76,18.7,105
20251231  11:58:00,14.5,15.3,14.5,15.3,49,4.0,4.1,3.7,3.7,51,19.0,100
20251231  11:59:00,15.4,15.4,14.6,14.8,18,3.7,4.0,3.6,4.0,127,18.8,145
20251231  12:00:00,15.0,15.2,14.3,15.1,43,3.9,4.1,3.8,4.0,127,19.1,170
20251231  12:01:00,14.6,15.3,14.6,15.2,19,4.0,4.0,3.8,3.8,78,19.0,97
20251231  12:02:00,15.0,15.0,14.7,14.7,13,3.9,4.2,3.9,4.1,64,18.799999999999997,77
20251231  12:03:00,15.2,15.5,15.1,15.4,8,4.1,4.1,3.8,3.9,84,19.3,92
20251231  12:04:00,15.2,15.2,14.5,14.5,19,3.9,4.2,3.9,4.2,95,18.7,114
20251231  12:05:00,14.5,14.8,13.8,14.2,41,4.2,4.5,4.1,4.3,65,18.5,106
20251231  12:06:00,14.1,14.1,12.4,12.6,121,4.4,5.3,4.4,5.0,336,17.6,457
20251231  12:07:00,12.8,12.8,11.4,11.5,52,5.1,6.0,4.9,5.9,302,17.4,354
20251231  12:08:00,11.4,11.4,11.0,11.2,129,5.9,6.2,5.9,6.0,509,17.2,638
20251231  12:09:00,11.1,11.1,10.4,10.4,40,6.1,6.6,6.1,6.5,244,16.9,284
20251231  12:10:00,10.6,10.7,10.4,10.6,48,6.5,6.7,6.3,6.5,317,17.1,365
20251231  12:11:00,10.5,11.5,10.5,11.2,56,6.4,6.5,5.7,5.8,180,17.0,236
20251231  12:12:00,11.3,11.6,10.8,11.0,40,5.9,6.2,5.6,6.1,99,17.1,139
20251231  12:13:00,11.3,12.2,11.3,12.1,42,6.0,6.1,4.9,5.1,144,17.2,186
20251231  12:14:00,12.0,12.2,11.9,12.1,28,5.1,5.3,5.1,5.2,63,17.3,91
20251231  12:15:00,12.2,12.5,11.9,12.5,31,5.1,5.3,4.8,4.8,118,17.3,149
20251231  12:16:00,12.1,12.2,11.9,12.2,22,4.9,5.2,4.9,4.9,89,17.1,111
20251231  12:17:00,12.0,13.3,12.0,13.3,34,5.0,5.0,4.1,4.1,97,17.4,131
20251231  12:18:00,13.3,13.7,13.2,13.2,55,4.2,4.4,4.0,4.1,163,17.299999999999997,218
20251231  12:19:00,13.3,13.6,13.1,13.6,29,4.2,4.4,4.1,4.3,109,17.9,138
20251231  12:20:00,13.3,13.3,11.5,11.6,140,4.4,5.5,4.3,5.3,293,16.9,433
20251231  12:21:00,11.9,11.9,11.7,11.7,5,5.2,5.3,4.8,5.2,133,16.9,138
20251231  12:22:00,11.8,12.0,11.8,12.0,8,5.0,5.2,4.7,4.9,109,16.9,117
20251231  12:23:00,11.8,11.9,11.8,11.9,19,4.9,5.0,4.8,4.9,51,16.8,70
20251231  12:24:00,11.5,11.7,11.5,11.5,16,5.0,5.1,4.9,5.0,26,16.5,42
20251231  12:25:00,11.7,12.1,11.3,11.8,45,4.9,5.2,4.6,4.7,70,16.5,115
20251231  12:26:00,12.0,12.5,12.0,12.5,23,4.6,4.6,4.2,4.4,53,16.9,76
20251231  12:27:00,12.6,12.6,12.4,12.4,15,4.4,4.4,4.3,4.4,41,16.8,56
20251231  12:28:00,12.3,12.3,12.3,12.3,9,4.4,4.5,4.4,4.4,28,16.700000000000003,37
20251231  12:29:00,12.4,12.4,11.9,11.9,8,4.4,4.8,4.4,4.7,64,16.6,72
20251231  12:30:00,11.9,12.3,11.5,12.3,27,4.7,4.9,4.4,4.5,116,16.8,143
20251231  12:31:00,12.4,12.8,12.3,12.3,40,4.4,4.4,4.1,4.4,112,16.700000000000003,152
20251231  12:32:00,12.6,13.3,12.3,13.1,65,4.4,4.4,3.9,4.1,141,17.2,206
20251231  12:33:00,13.1,13.4,12.6,13.4,43,4.1,4.5,4.1,4.1,36,17.5,79
20251231  12:34:00,13.3,14.0,13.3,13.8,45,4.1,4.1,3.8,3.9,419,17.7,464
20251231  12:35:00,14.0,14.0,13.3,13.3,48,4.0,4.1,3.8,4.1,23,17.4,71
20251231  12:36:00,13.7,13.7,13.4,13.7,12,3.9,4.1,3.8,3.9,33,17.599999999999998,45
20251231  12:37:00,14.0,14.2,13.3,13.3,25,3.9,4.1,3.7,4.0,139,17.3,164
20251231  12:38:00,13.5,13.5,12.7,12.7,6,4.1,4.4,4.0,4.4,67,17.1,73
20251231  12:39:00,12.6,12.6,12.3,12.3,9,4.3,4.5,4.3,4.5,105,16.8,114
20251231  12:40:00,12.3,12.5,11.4,11.4,18,4.4,4.8,4.3,4.7,231,16.1,249
20251231  12:41:00,11.5,11.7,11.3,11.5,23,4.9,4.9,4.6,4.7,169,16.2,192
20251231  12:42:00,11.6,12.0,11.5,12.0,3,4.7,4.7,4.2,4.3,300,16.3,303
20251231  12:43:00,12.1,12.1,11.7,11.8,9,4.4,4.5,4.3,4.4,57,16.200000000000003,66
20251231  12:44:00,11.8,12.4,11.8,12.4,29,4.4,4.5,4.0,4.1,89,16.5,118
20251231  12:45:00,12.3,12.8,12.3,12.5,14,4.0,4.1,3.9,4.1,259,16.6,273
20251231  12:46:00,12.6,12.6,11.8,11.9,25,3.9,4.3,3.9,4.3,115,16.2,140
20251231  12:47:00,12.2,12.2,12.2,12.2,4,4.3,4.4,4.0,4.0,72,16.2,76
20251231  12:48:00,12.0,12.0,11.5,11.6,7,4.2,4.5,4.1,4.5,83,16.1,90
20251231  12:49:00,11.3,11.3,11.1,11.2,16,4.5,4.8,4.5,4.8,177,16.0,193
20251231  12:50:00,11.0,11.0,10.4,10.9,19,4.7,5.3,4.7,4.7,183,15.600000000000001,202
20251231  12:51:00,11.0,11.0,10.6,10.6,24,4.8,5.1,4.8,5.0,207,15.6,231
20251231  12:52:00,10.6,10.6,10.5,10.6,32,5.1,5.3,4.8,4.8,110,15.399999999999999,142
20251231  12:53:00,10.7,11.1,10.7,11.1,25,4.9,4.9,4.5,4.5,93,15.6,118
20251231  12:54:00,11.2,11.2,11.0,11.0,22,4.6,4.6,4.4,4.6,45,15.6,67
20251231  12:55:00,10.8,10.9,9.7,9.8,65,4.7,5.6,4.7,5.5,93,15.3,158
20251231  12:56:00,9.8,10.0,9.8,9.9,29,5.5,5.5,5.2,5.2,149,15.100000000000001,178
20251231  12:57:00,9.9,10.1,9.8,10.0,33,5.3,5.4,5.1,5.2,82,15.2,115
20251231  12:58:00,10.0,10.3,9.8,10.1,27,5.1,5.3,4.9,5.1,119,15.2,146
20251231  12:59:00,10.2,10.5,10.1,10.4,45,5.1,5.1,4.7,4.8,94,15.2,139
20251231  13:00:00,10.3,11.0,10.3,10.6,29,4.9,5.0,4.2,4.6,96,15.2,125
20251231  13:01:00,10.0,10.2,9.9,10.2,29,4.7,5.0,4.6,4.8,55,15.0,84
20251231  13:02:00,10.5,10.9,10.5,10.7,14,4.8,4.8,4.1,4.4,398,15.1,412
20251231  13:03:00,10.5,10.8,10.5,10.6,25,4.4,4.5,4.2,4.2,78,14.8,103
20251231  13:04:00,10.6,10.7,10.4,10.7,38,4.2,4.4,4.1,4.2,49,14.899999999999999,87
20251231  13:05:00,10.4,10.4,9.8,9.9,28,4.2,4.7,4.2,4.7,48,14.600000000000001,76
20251231  13:06:00,9.7,9.8,9.6,9.7,15,4.7,4.9,4.5,4.7,116,14.399999999999999,131
20251231  13:07:00,9.9,11.0,9.9,11.0,34,4.7,4.7,3.8,3.8,169,14.8,203
20251231  13:08:00,11.2,12.0,11.2,11.9,55,3.9,3.9,3.4,3.5,194,15.4,249
20251231  13:09:00,11.7,11.8,11.5,11.8,68,3.5,3.7,3.5,3.6,88,15.4,156
20251231  13:10:00,11.8,11.9,11.2,11.7,23,3.5,3.7,3.5,3.5,90,15.2,113
20251231  13:11:00,12.0,12.2,11.7,11.8,22,3.5,3.6,3.3,3.5,97,15.3,119
20251231  13:12:00,12.6,12.6,12.3,12.3,32,3.6,3.6,3.2,3.3,217,15.600000000000001,249
20251231  13:13:00,12.6,12.8,12.5,12.7,19,3.3,3.3,3.2,3.2,91,15.899999999999999,110
20251231  13:14:00,13.0,13.3,13.0,13.3,20,3.2,3.2,2.95,2.95,298,16.25,318
20251231  13:15:00,13.5,13.5,12.9,13.1,36,2.9,3.1,2.9,3.1,106,16.2,142
20251231  13:16:00,13.4,13.4,13.1,13.1,9,3.0,3.2,2.9,3.1,203,16.2,212
20251231  13:17:00,12.7,13.0,11.2,11.4,28,3.1,3.7,3.0,3.5,326,14.9,354
20251231  13:18:00,11.6,11.6,11.5,11.6,20,3.5,3.6,3.4,3.5,83,15.1,103
20251231  13:19:00,11.4,11.4,11.0,11.2,10,3.6,3.7,3.5,3.6,90,14.799999999999999,100
20251231  13:20:00,11.0,11.6,10.9,11.6,11,3.6,3.7,3.2,3.3,177,14.899999999999999,188
20251231  13:21:00,11.6,11.6,10.8,10.8,11,3.3,3.6,3.3,3.4,38,14.200000000000001,49
20251231  13:22:00,11.3,11.5,11.3,11.4,3,3.4,3.4,3.2,3.3,78,14.7,81
20251231  13:23:00,11.0,11.3,11.0,11.1,15,3.4,3.4,3.3,3.4,64,14.5,79
20251231  13:24:00,11.3,11.3,11.3,11.3,2,3.4,3.4,3.2,3.2,67,14.5,69
20251231  13:25:00,11.4,12.5,11.3,12.5,28,3.1,3.2,2.65,2.65,213,15.15,241
20251231  13:26:00,12.4,12.4,12.2,12.2,61,2.7,2.75,2.6,2.6,78,14.799999999999999,139
20251231  13:27:00,12.7,13.1,12.7,13.1,29,2.6,2.65,2.5,2.5,134,15.6,163
20251231  13:28:00,13.5,13.8,13.5,13.7,27,2.45,2.45,2.35,2.45,191,16.15,218
20251231  13:29:00,13.6,13.7,13.3,13.7,14,2.45,2.55,2.35,2.4,143,16.099999999999998,157
20251231  13:30:00,13.6,13.6,12.8,12.8,24,2.45,2.6,2.35,2.5,324,15.3,348
20251231  13:31:00,13.5,14.0,13.5,14.0,17,2.45,2.5,2.2,2.2,146,16.2,163
20251231  13:32:00,14.1,14.2,13.3,13.4,13,2.25,2.4,2.15,2.35,204,15.75,217
20251231  13:33:00,13.3,13.7,13.0,13.7,28,2.35,2.45,2.25,2.25,70,15.95,98
20251231  13:34:00,13.9,14.4,13.9,14.3,45,2.25,2.25,2.0,2.05,208,16.35,253
20251231  13:35:00,14.5,14.8,13.7,13.7,19,2.05,2.2,1.9,2.1,268,15.799999999999999,287
20251231  13:36:00,13.8,13.9,13.8,13.9,2,2.1,2.15,2.05,2.1,96,16.0,98
20251231  13:37:00,13.7,14.6,13.7,14.6,7,2.1,2.1,1.95,2.0,61,16.6,68
20251231  13:38:00,14.0,14.0,14.0,14.0,8,2.0,2.05,1.95,2.05,35,16.05,43
20251231  13:39:00,13.5,13.5,13.4,13.4,12,2.05,2.2,2.0,2.15,64,15.55,76
20251231  13:40:00,14.0,16.3,14.0,15.8,32,2.1,2.1,1.6,1.7,438,17.5,470
20251231  13:41:00,15.5,15.8,15.4,15.5,29,1.65,1.7,1.6,1.65,86,17.15,115
20251231  13:42:00,15.5,16.0,15.0,15.0,15,1.65,1.75,1.55,1.7,132,16.7,147
20251231  13:43:00,14.8,15.0,14.4,14.4,17,1.7,1.85,1.7,1.7,98,16.1,115
20251231  13:44:00,15.6,16.2,15.5,16.2,8,1.7,1.7,1.4,1.4,229,17.599999999999998,237
20251231  13:45:00,16.6,16.7,16.4,16.5,22,1.4,1.45,1.3,1.35,339,17.85,361
20251231  13:46:00,16.6,16.6,15.9,15.9,13,1.4,1.5,1.35,1.5,32,17.4,45
20251231  13:47:00,16.0,17.5,16.0,17.5,17,1.5,1.5,1.3,1.3,232,18.8,249
20251231  13:48:00,17.5,18.4,17.3,17.3,30,1.25,1.35,1.2,1.25,129,18.55,159
20251231  13:49:00,17.3,17.5,17.0,17.0,26,1.2,1.3,1.2,1.3,185,18.3,211
20251231  13:50:00,17.1,18.0,16.8,16.8,50,1.25,1.3,1.15,1.3,120,18.1,170
20251231  13:51:00,16.7,17.2,16.4,17.2,63,1.3,1.35,1.25,1.3,76,18.5,139
20251231  13:52:00,17.4,17.4,16.9,17.0,4,1.25,1.3,1.2,1.3,39,18.3,43
20251231  13:53:00,17.0,18.0,17.0,18.0,43,1.3,1.3,1.15,1.15,58,19.15,101
20251231  13:54:00,18.0,18.5,18.0,18.4,137,1.15,1.2,1.1,1.15,43,19.549999999999997,180
20251231  13:55:00,18.5,19.0,18.4,18.4,6,1.15,1.15,1.05,1.1,88,19.5,94
20251231  13:56:00,18.4,19.0,18.4,18.8,7,1.1,1.15,1.05,1.05,57,19.85,64
20251231  13:57:00,18.9,19.1,18.4,18.4,10,1.05,1.1,1.0,1.1,62,19.5,72
20251231  13:58:00,17.8,17.8,17.4,17.4,9,1.1,1.2,1.05,1.1,76,18.5,85
20251231  13:59:00,17.8,17.8,16.7,17.0,4,1.15,1.25,1.1,1.15,75,18.15,79
20251231  14:00:00,17.7,19.0,17.7,19.0,19,1.1,1.1,0.85,0.9,133,19.9,152
20251231  14:01:00,19.0,19.1,18.9,19.0,6,0.85,0.95,0.8,0.9,100,19.9,106
20251231  14:02:00,18.6,19.3,18.6,19.3,19,0.9,0.9,0.8,0.8,48,20.1,67
20251231  14:03:00,20.0,20.3,19.5,19.5,24,0.8,0.8,0.7,0.8,224,20.3,248
20251231  14:04:00,19.6,19.6,19.0,19.0,3,0.8,0.8,0.75,0.75,85,19.75,88
20251231  14:05:00,19.0,19.0,18.7,18.7,8,0.8,0.85,0.8,0.8,55,19.5,63
20251231  14:06:00,18.6,18.6,18.0,18.0,8,0.8,0.9,0.8,0.9,32,18.9,40
20251231  14:07:00,17.9,18.4,17.9,18.1,15,0.9,0.9,0.85,0.9,15,19.0,30
20251231  14:08:00,18.4,18.4,18.4,18.4,5,0.9,0.9,0.85,0.9,11,19.299999999999997,16
20251231  14:09:00,18.9,18.9,18.6,18.6,13,0.85,0.9,0.8,0.9,24,19.5,37
20251231  14:10:00,18.6,18.6,18.6,18.6,0,0.85,0.9,0.85,0.9,13,19.5,13
20251231  14:11:00,17.9,17.9,17.9,17.9,2,0.9,1.05,0.9,1.0,42,18.9,44
20251231  14:12:00,18.3,18.3,18.3,18.3,5,1.0,1.0,0.95,1.0,26,19.3,31
20251231  14:13:00,18.3,18.3,18.3,18.3,0,0.95,1.0,0.9,0.95,16,19.25,16
20251231  14:14:00,17.8,18.0,17.6,17.8,18,1.0,1.05,1.0,1.05,37,18.85,55
20251231  14:15:00,17.1,17.1,16.2,16.3,3,1.05,1.2,1.0,1.2,59,17.5,62
20251231  14:16:00,16.4,16.4,15.6,15.6,9,1.2,1.35,1.15,1.35,182,16.95,191
20251231  14:17:00,15.6,16.2,15.6,16.0,9,1.4,1.4,1.2,1.3,91,17.3,100
20251231  14:18:00,15.8,15.8,14.7,14.7,10,1.3,1.5,1.3,1.45,257,16.15,267
20251231  14:19:00,14.0,14.1,13.8,14.0,9,1.45,1.75,1.35,1.65,431,15.65,440
20251231  14:20:00,14.0,14.0,12.7,12.7,20,1.65,2.45,1.6,2.4,609,15.1,629
20251231  14:21:00,12.2,13.2,12.2,13.2,31,2.4,2.65,1.95,2.0,1148,15.2,1179
20251231  14:22:00,12.8,12.9,12.7,12.9,7,1.95,2.2,1.85,1.9,309,14.8,316
20251231  14:23:00,13.0,14.0,13.0,13.4,38,1.8,1.9,1.5,1.75,730,15.15,768
20251231  14:24:00,13.5,13.7,13.3,13.7,12,1.7,1.75,1.6,1.65,180,15.35,192
20251231  14:25:00,13.1,13.1,11.7,11.8,32,1.7,2.5,1.7,2.45,542,14.25,574
20251231  14:26:00,11.7,12.1,11.5,11.8,11,2.45,2.6,2.05,2.2,668,14.0,679
20251231  14:27:00,12.0,12.5,12.0,12.0,7,2.2,2.4,1.95,2.3,259,14.3,266
20251231  14:28:00,11.4,11.5,11.3,11.5,22,2.4,2.45,2.25,2.3,197,13.8,219
20251231  14:29:00,11.5,11.5,10.7,10.8,20,2.35,2.75,2.3,2.65,592,13.450000000000001,612
20251231  14:30:00,11.0,11.4,10.4,10.4,19,2.6,2.9,2.35,2.85,425,13.25,444
20251231  14:31:00,10.9,11.2,10.0,10.0,19,2.85,3.2,2.5,3.2,428,13.2,447
20251231  14:32:00,9.8,9.8,8.3,8.6,128,3.2,4.8,3.2,4.6,1927,13.2,2055
20251231  14:33:00,8.5,8.6,7.6,7.8,149,4.4,6.3,4.2,5.6,2026,13.399999999999999,2175
20251231  14:34:00,7.8,7.8,6.7,7.0,490,5.7,8.2,5.7,7.8,1125,14.8,1615
20251231  14:35:00,6.9,8.0,6.9,7.9,759,7.7,7.8,5.4,5.6,950,13.5,1709
20251231  14:36:00,7.9,8.1,7.5,8.1,281,5.5,5.9,4.8,5.0,541,13.1,822
20251231  14:37:00,8.2,9.4,7.9,9.1,325,4.9,5.0,3.4,3.6,538,12.7,863
20251231  14:38:00,9.0,9.1,7.3,7.4,122,3.7,5.5,3.6,5.4,521,12.8,643
20251231  14:39:00,7.5,8.0,7.5,7.7,98,5.4,5.4,4.6,4.8,258,12.5,356
20251231  14:40:00,7.8,9.5,7.6,9.3,151,4.6,4.9,3.6,3.7,621,13.0,772
20251231  14:41:00,9.2,9.2,8.1,8.2,94,3.7,4.3,3.7,4.3,532,12.5,626
20251231  14:42:00,8.1,8.1,7.7,7.8,57,4.3,4.5,4.1,4.3,119,12.1,176
20251231  14:43:00,7.8,8.1,7.7,8.1,59,4.3,4.5,4.0,4.0,222,12.1,281
20251231  14:44:00,7.9,8.1,7.5,7.7,75,4.2,4.4,4.0,4.4,193,12.100000000000001,268
20251231  14:45:00,7.7,7.7,6.8,7.1,84,4.4,5.2,4.4,5.0,357,12.1,441
20251231  14:46:00,7.0,7.7,6.8,7.5,99,5.0,5.3,4.3,4.5,322,12.0,421
20251231  14:47:00,7.6,8.1,7.2,7.2,189,4.4,4.9,4.0,4.6,236,11.8,425
20251231  14:48:00,7.1,7.1,6.8,6.9,178,4.8,5.2,4.8,5.1,263,12.0,441
20251231  14:49:00,6.8,6.9,6.4,6.6,158,5.2,5.5,5.0,5.2,388,11.8,546
20251231  14:50:00,6.6,7.0,6.1,6.1,404,5.2,5.8,5.0,5.7,407,11.8,811
20251231  14:51:00,6.1,6.3,5.9,6.2,164,5.6,6.1,5.3,5.4,479,11.600000000000001,643
20251231  14:52:00,6.2,6.4,6.0,6.0,186,5.4,5.6,5.1,5.5,194,11.5,380
20251231  14:53:00,6.1,6.2,5.1,5.2,287,5.4,7.0,5.3,6.8,560,12.0,847
20251231  14:54:00,5.2,5.5,5.1,5.4,240,6.9,7.1,6.4,6.7,273,12.100000000000001,513
20251231  14:55:00,5.3,5.8,5.2,5.4,207,6.7,6.9,5.9,6.4,294,11.8,501
20251231  14:56:00,5.6,6.0,5.5,5.6,209,6.2,6.3,5.7,6.2,432,11.8,641
20251231  14:57:00,5.7,6.0,5.6,5.7,245,6.2,6.2,5.6,6.2,161,11.9,406
20251231  14:58:00,5.6,5.8,5.6,5.8,103,6.2,6.2,5.8,5.8,168,11.6,271
20251231  14:59:00,5.9,5.9,5.2,5.5,159,5.8,6.8,5.8,6.5,227,12.0,386
20251231  15:00:00,5.5,5.6,4.0,4.0,1467,6.2,9.3,6.1,9.1,760,13.1,2227
20251231  15:01:00,3.9,4.2,3.4,3.4,510,9.5,11.2,8.6,11.2,429,14.6,939
20251231  15:02:00,3.4,3.6,3.3,3.5,478,10.7,11.5,10.2,10.5,174,14.0,652
20251231  15:03:00,3.4,3.8,3.3,3.7,384,10.5,10.7,9.2,9.3,110,13.0,494
20251231  15:04:00,3.7,3.7,3.4,3.4,242,9.1,10.0,9.1,10.0,61,13.4,303
20251231  15:05:00,3.5,4.2,3.5,3.8,486,9.7,9.8,7.9,8.7,187,12.5,673
20251231  15:06:00,3.8,3.8,3.0,3.2,387,9.0,10.8,9.0,10.7,149,13.899999999999999,536
20251231  15:07:00,3.1,3.4,3.1,3.2,201,10.5,10.9,10.0,10.1,184,13.3,385
20251231  15:08:00,3.2,3.2,2.55,2.65,574,10.5,12.5,10.5,12.2,206,14.85,780
20251231  15:09:00,2.65,2.7,2.5,2.65,324,12.2,12.6,11.6,11.6,88,14.25,412
20251231  15:10:00,2.65,2.65,2.05,2.2,695,11.8,14.5,11.8,14.1,173,16.3,868
20251231  15:11:00,2.15,2.35,2.0,2.15,441,14.1,15.0,13.0,13.4,108,15.55,549
20251231  15:12:00,2.15,2.4,2.05,2.05,468,13.6,13.7,12.3,13.2,32,15.25,500
20251231  15:13:00,2.1,2.25,2.05,2.25,272,13.7,13.7,12.7,12.9,40,15.15,312
20251231  15:14:00,2.2,2.45,2.15,2.35,241,13.0,13.2,12.1,13.0,18,15.35,259
20251231  15:15:00,2.3,2.5,2.2,2.4,497,12.3,12.3,11.5,12.0,41,14.4,538
